gene_name	localisation
SLC25A27	Mitochondria
ADGRF4	Mitochondria
FRMD1	Actin-filaments
CYRIB	Nucleoplasm
ASAP1	Golgi-apparatus
ASAP1	Plasma-membrane
TRAPPC8	Cytosol
INO80C	Nucleoplasm
LPCAT1	Endoplasmic-reticulum
PLEKHG4B	Nucleoplasm
NMRAL1	Nucleoplasm
UBALD1	Cytosol
UBALD1	Nucleoplasm
TMEM251	Cell-Junctions
ING1	Nucleoplasm
SPACA7	Acrosome
SPACA7	Microtubules
ADPRHL1	Plasma-membrane
CMTM7	Plasma-membrane
FBXL2	Plasma-membrane
UBP1	Nucleoplasm
RMND5A	Nucleoplasm
CD8A	Plasma-membrane
RPIA	Nucleoplasm
RPIA	Plasma-membrane
RPIA	Vesicles
PTPRD	Vesicles
LURAP1L	Nucleoli
CNKSR3	Cytosol
GTF2E1	Nucleoplasm
CFDP1	Nucleoplasm
TGIF2LX	Nucleoplasm
ZDHHC7	Golgi-apparatus
JAZF1	Nucleoli-fibrillar-center
JAZF1	Nucleoplasm
CMIP	Cytosol
CMIP	Nucleoplasm
PID1	Endoplasmic-reticulum
TRIP12	Nuclear-speckles
FBXO36	Nucleoli
FBXO36	Nucleoplasm
CEBPG	Nucleoplasm
KCTD15	Nucleoplasm
ZNF599	Cytosol
ZNF599	Plasma-membrane
LGI4	Golgi-apparatus
DDAH1	Cytosol
DDAH1	Plasma-membrane
SREK1	Nuclear-speckles
SREK1	Nucleoplasm
CHD1	Nucleoli-fibrillar-center
CHD1	Nucleoplasm
ANKFN1	Nucleoplasm
DGKE	Cytosol
DGKE	Nucleoplasm
HS2ST1	Mitochondria
MSI2	Cytosol
ZUP1	Nucleoplasm
HS3ST3A1	Microtubules
NUS1	Vesicles
SEMA3D	Vesicles
PPP2R5E	Cytosol
GRAP	Centrosome
AK5	Cytosol
CABYR	Cytosol
CABYR	Nucleoplasm
CABYR	Principal-piece
IMPACT	Nucleoplasm
ANKRD29	Nuclear-bodies
ANKRD29	Nucleoplasm
SDHAF4	Mitochondria
THY1	Nucleoplasm
C16orf74	Plasma-membrane
JPH3	Nucleoplasm
OTULIN	Mitochondria
UBASH3B	Cytosol
ROBO4	Plasma-membrane
ROBO3	Plasma-membrane
TBRG1	Nucleoplasm
RETREG1	Endoplasmic-reticulum
TOMM70	Mitochondria
PITPNC1	Cytosol
CC2D1B	Nucleoplasm
CERS3	Nucleoplasm
PRKCA	Cytosol
PRKCA	Plasma-membrane
LRRK1	Cytosol
CEP112	Centrosome
CEP112	Nucleoplasm
ABCA9	Endoplasmic-reticulum
ABCA6	Nucleoplasm
ABCA5	Nucleoplasm
C4orf19	Nucleoplasm
UCHL1	Cytosol
MIA3	Vesicles
DISP1	Plasma-membrane
TNIK	Nucleoplasm
FAM167A	Mitochondria
NEIL2	Nucleoplasm
WNT3A	Vesicles
OBSCN	Cytosol
OBSCN	Plasma-membrane
LONRF1	Cytosol
LONRF1	Plasma-membrane
TRIM11	Cytosol
TRIM11	Nucleoplasm
ENAH	Cytosol
ENAH	Focal-adhesion-sites
ENAH	Plasma-membrane
ASZ1	Cytosol
SH3RF1	Vesicles
BUB3	Nucleoplasm
C10orf90	Cytosol
DIPK1A	Cytosol
PDLIM3	Cytosol
ELOC	Vesicles
LY96	Vesicles
CXADR	Cell-Junctions
CXADR	Plasma-membrane
C21orf91	Microtubules
CHODL	Cytosol
TMPRSS15	Plasma-membrane
NCAM2	Nuclear-bodies
NCAM2	Plasma-membrane
L3MBTL4	Nucleoplasm
L3MBTL4	Vesicles
PDE1C	Cytosol
PDE1C	Mitochondria
RABGEF1	Cytosol
MRPL39	Mitochondria
JAM2	Plasma-membrane
ATP5PF	Mitochondria
GABPA	Nucleoplasm
ADAMTS5	Nucleoplasm
TSEN2	Nucleoplasm
SLFN13	Cytokinetic-bridge
XPC	Nucleoplasm
CCDC174	Nucleoplasm
FGD5	Plasma-membrane
FLCN	Cytosol
DPH3	Nucleoplasm
OXNAD1	Nucleoplasm
CXXC1	Nucleoplasm
SKA1	Microtubules
SKA1	Primary-cilium
PPP4R1	Cytosol
PPP4R1	Plasma-membrane
PIEZO2	Plasma-membrane
MPPE1	Golgi-apparatus
MPPE1	Nucleoplasm
USP43	Nuclear-speckles
USP43	Nucleoplasm
RAB6B	Golgi-apparatus
EME1	Nucleoplasm
EPHB1	Endoplasmic-reticulum
EPHB1	Plasma-membrane
ANKRD40	Golgi-apparatus
ZNF18	Golgi-apparatus
ZNF18	Nucleoplasm
CA10	Vesicles
APOOL	Mitochondria
DKK2	Golgi-apparatus
CYP2U1	Golgi-apparatus
RSPH10B	Primary-cilium
FBXL18	Nucleoplasm
CNTNAP5	Nucleoli-fibrillar-center
PROM2	Nucleoplasm
PROM2	Plasma-membrane
AK9	Nuclear-membrane
AK9	Nucleoplasm
ODF1	Connecting-piece
ODF1	Flagellar-centriole
ODF1	Mid-piece
PTPRN2	Vesicles
AZIN1	Nucleoli
AZIN1	Nucleoli-rim
ATP6V1C1	Nucleoplasm
OTUD6B	Cytosol
OTUD6B	Golgi-apparatus
OTUD6B	Nucleoplasm
CDK19	Cytosol
GTF3C6	Nucleoplasm
TTC39B	Endoplasmic-reticulum
AGPAT5	Mitochondria
MMS19	Nucleoplasm
PI4K2A	Plasma-membrane
ZFYVE27	Nucleoplasm
ZFYVE27	Vesicles
TRMT44	Cytosol
SAMSN1	Plasma-membrane
USP25	Cytosol
GRAMD2B	Cytosol
ZCCHC10	Nucleoli-rim
C16orf87	Nucleoplasm
MOV10	Cytosol
PPM1J	Vesicles
SLC16A1	Cell-Junctions
SLC16A1	Plasma-membrane
HEATR3	Nucleoplasm
TRIM74	Cytosol
NIFK	Nucleoli
NIFK	Nucleoli-rim
OXA1L	Mitochondria
MAGEC1	Cytosol
MAGEC1	Nucleoplasm
LARP1	Cytosol
LARP1	Endoplasmic-reticulum
LARP1	Nucleoplasm
SETD9	Nucleoplasm
MIER3	Nucleoplasm
ZKSCAN2	Nucleoplasm
C9orf85	Golgi-apparatus
XAGE2	Vesicles
PIK3AP1	Cytosol
PIK3AP1	Nucleoplasm
RBM45	Nucleoplasm
PDIA4	Endoplasmic-reticulum
KDM8	Nucleoplasm
KCTD18	Mitochondria
HYCC2	Cell-Junctions
FLACC1	Annulus
FLACC1	Connecting-piece
FLACC1	Cytosol
FLACC1	Mid-piece
C2CD6	Principal-piece
TMEM237	Nuclear-speckles
TMEM237	Primary-cilium
FZD7	Vesicles
SPAG17	Mid-piece
SPAG17	Principal-piece
DEPTOR	Mitochondria
FMN2	Actin-filaments
RNF20	Nucleoplasm
CYLC2	Calyx
PPARGC1B	Nucleoplasm
SLC26A2	Vesicles
LSM11	Nucleoplasm
MED7	Nuclear-bodies
SAXO1	End-piece
SAXO1	Flagellar-centriole
RRAGA	Golgi-apparatus
RRAGA	Vesicles
SLC24A2	Plasma-membrane
ADCY8	Cytosol
ADCY8	Plasma-membrane
RASA2	Vesicles
RMND1	Mitochondria
RAET1L	Plasma-membrane
RAET1L	Vesicles
SLA	Cytosol
SLA	Nuclear-membrane
TMBIM4	Golgi-apparatus
VBP1	Cytosol
CLIC2	Cytosol
CLIC2	Plasma-membrane
VPS37A	Acrosome
VPS37A	Centrosome
VPS37A	Flagellar-centriole
VPS37A	Vesicles
KIF5A	Cytosol
KIF5A	Nucleoplasm
PSD3	Nucleoplasm
PSD3	Vesicles
MCU	Mitochondria
MIDEAS	Nucleoplasm
CFAP70	Basal-body
CFAP70	Centrosome
CFAP70	Cytosol
FAM161B	Nucleoplasm
FAM161B	Plasma-membrane
GNAQ	Nuclear-speckles
GNAQ	Plasma-membrane
MMP16	Cytosol
ADK	Cytosol
ADK	Nucleoplasm
BATF	Nucleoplasm
DCK	Nucleoplasm
ADAMTS3	Intermediate-filaments
ALX3	Nucleoli-fibrillar-center
DPY19L4	Vesicles
DRAM2	Golgi-apparatus
DRAM2	Vesicles
CFAP418	Plasma-membrane
CFAP418	Primary-cilium
ADAMTSL3	Vesicles
ART3	End-piece
ART3	Principal-piece
SLC28A1	Plasma-membrane
WHAMM	Cytosol
N6AMT1	Nucleoplasm
USP16	Cytosol
USP16	Nucleoplasm
MAP3K7CL	Nucleoplasm
NAA11	Centrosome
NAA11	Cytosol
NAA11	Golgi-apparatus
BACH1	Nucleoplasm
TIAM1	Cell-Junctions
TIAM1	Nucleoplasm
SCAF4	Nucleoplasm
RPGR	Golgi-apparatus
RPGR	Primary-cilium
CDK20	Nucleoplasm
SFR1	Nucleoli-rim
SFXN2	Mitochondria
ATP5MJ	Mitochondria
FUT6	Golgi-apparatus
PCDH1	Cell-Junctions
PCDH1	Nucleoplasm
SH3RF2	Nucleoplasm
GDF6	Vesicles
MTERF3	Mitochondria
PTDSS1	Endoplasmic-reticulum
PPP2R2B	Cytosol
RPL30	Cytosol
RPL30	Endoplasmic-reticulum
SUPV3L1	Mitochondria
PABIR2	Nucleoplasm
EEF1A1	Cytosol
HKDC1	Mitochondria
HK1	Mitochondria
PHF6	Nucleoli
PHF6	Nucleoplasm
CD109	Plasma-membrane
LRFN2	Plasma-membrane
UBE2L6	Cytosol
ZDHHC5	Nucleoplasm
ZDHHC5	Plasma-membrane
MED19	Nuclear-bodies
ZFAND3	Nucleoplasm
ZFAND3	Vesicles
NPTN	Plasma-membrane
KAT6B	Nuclear-bodies
KAT6B	Nucleoplasm
SAMD8	Cytosol
SAMD8	Endoplasmic-reticulum
RAB11FIP1	Vesicles
GLYATL2	Mitochondria
UTP14A	Nucleoli
AIFM1	Mitochondria
MAPK13	Cytosol
MAPK13	Nucleoli
MAPK13	Nucleoli-rim
MAPK13	Nucleoplasm
MS4A1	Plasma-membrane
TBC1D31	Basal-body
TBC1D31	Centrosome
NTAQ1	Nucleoplasm
ATAD2	Nucleoplasm
FBXO32	Cytosol
FBXO32	Nucleoplasm
NSMCE2	Nucleoplasm
ZNF689	Nucleoli-fibrillar-center
ZNF689	Nucleoplasm
PRR14	Nucleoplasm
FBRS	Nucleoplasm
PHKG2	Cytosol
MFSD14A	Vesicles
SASS6	Cytosol
SASS6	Primary-cilium
ZIC3	Nucleoplasm
MALSU1	Mitochondria
GALK2	Cytosol
GALK2	Nucleoplasm
LHFPL4	Golgi-apparatus
B3GNT7	Golgi-apparatus
MPV17L	Vesicles
BUB1B	Cytosol
PDE6D	Vesicles
EIF4A2	Cytosol
BRPF1	Cytosol
BRPF1	Plasma-membrane
RPUSD3	Nucleoplasm
TATDN2	Nuclear-speckles
SEC13	Nucleoplasm
SEC13	Vesicles
EXOG	Mitochondria
NTAN1	Nucleoplasm
NMNAT2	Cytosol
ZFYVE9	Cytosol
ZFYVE9	Vesicles
LYZL4	End-piece
SMG1	Nucleoplasm
FCHO2	Centrosome
RBPMS	Nucleoplasm
C8A	Plasma-membrane
SYN2	Nucleoplasm
NRG1	Nucleoplasm
ODR4	Nucleoplasm
ODR4	Plasma-membrane
CPT2	Mitochondria
CPT2	Nucleoplasm
NECAP2	Endoplasmic-reticulum
PAXIP1	Nucleoplasm
PAXIP1	Vesicles
STEAP2	Vesicles
SSBP3	Nucleoplasm
MMP14	Cytosol
FZD1	Plasma-membrane
GATAD1	Nucleoplasm
DHRS4	Vesicles
ARMC12	Mitochondria
FCSK	Vesicles
DHRS1	Nucleoplasm
CACNA1D	Nuclear-membrane
ARSL	Golgi-apparatus
KIT	Plasma-membrane
HYDIN	Cytokinetic-bridge
HYDIN	Cytosol
HYDIN	Equatorial-segment
HYDIN	Primary-cilium
ZNF19	Mitochondria
RNF111	Nucleoplasm
CCNB2	Cytosol
FAM81A	Nucleoplasm
MYO1E	Nucleoplasm
MYO1E	Plasma-membrane
APPL1	Plasma-membrane
APPL1	Vesicles
TSC22D3	Cytosol
VPS26C	Mitochondria
DYRK1A	Cytosol
DYRK1A	Nuclear-speckles
KCNJ15	Plasma-membrane
ERG	Nucleoplasm
ETS2	Nucleoplasm
LCA5L	Flagellar-centriole
LCA5L	Mid-piece
LCA5L	Nuclear-speckles
LCA5L	Nucleoplasm
SLC35B2	Vesicles
TMEM164	Vesicles
MX1	Cytosol
MX1	Nuclear-membrane
CREB3L1	Nucleoplasm
C2CD2	Nucleoplasm
TAB3	Cytosol
TAB3	Nuclear-speckles
SLC38A10	Golgi-apparatus
C9orf43	Cytosol
PALM2AKAP2	Plasma-membrane
ZNF618	Nucleoplasm
TMEM268	Cytosol
TMEM268	Plasma-membrane
SNX22	Vesicles
UBN2	Nucleoplasm
BRAF	Cytosol
BRAF	Vesicles
SLC34A2	Plasma-membrane
AP3S2	Vesicles
FMNL2	Cytosol
GAREM2	Cytosol
SPPL3	Plasma-membrane
SPPL3	Vesicles
DPYSL5	Nucleoplasm
DRC1	Nucleoplasm
DRC1	Primary-cilium-transition-zone
PRXL2B	Cytosol
TNFRSF14	Cytosol
TNFRSF14	Plasma-membrane
PANK4	Cytosol
C12orf43	Nucleoli
RER1	Golgi-apparatus
RADIL	Nuclear-membrane
RADIL	Nucleoplasm
SKI	Nucleoplasm
WIPI2	Cytosol
LDLRAP1	Microtubules
KRTCAP3	Cytosol
KRTCAP3	Nucleoplasm
ANKRD61	Nucleoplasm
EXTL1	Basal-body
EXTL1	Centrosome
SLC30A2	Vesicles
BABAM2	Cytosol
CFAP251	End-piece
CFAP251	Mid-piece
DUSP2	Nuclear-membrane
GRHL3	Nucleoplasm
UBXN11	Plasma-membrane
PTPDC1	Nucleoplasm
GALNT14	Golgi-apparatus
NCK1	Cytosol
NCK1	Plasma-membrane
RHPN1	Nucleoplasm
TPRG1L	Vesicles
LRRC43	Golgi-apparatus
XKR8	Golgi-apparatus
EYA3	Nucleoplasm
DZIP1L	Basal-body
DZIP1L	Cytokinetic-bridge
DZIP1L	Microtubules
DZIP1L	Mitotic-spindle
DZIP1L	Primary-cilium
FANCC	Nucleoplasm
MRAS	Cytosol
WASF2	Plasma-membrane
ABHD3	Nucleoplasm
ABHD3	Plasma-membrane
FAIM	Cytosol
FAIM	Plasma-membrane
COLEC12	Golgi-apparatus
COLEC12	Vesicles
RNF207	Cytosol
CUL4B	Nucleoplasm
SLC13A3	Plasma-membrane
GPRASP2	Cytosol
AUTS2	Nucleoplasm
SHROOM4	Focal-adhesion-sites
H2BC5	Nucleoplasm
CDC25C	Nuclear-speckles
MITD1	Vesicles
EIF5B	Cytosol
RIBC1	Nuclear-bodies
CATIP	Connecting-piece
CNOT11	Nucleoplasm
TSPAN33	Microtubules
NRG2	Nucleoplasm
AHCYL2	Cytosol
B4GALT5	Vesicles
CD1D	Endoplasmic-reticulum
SPATA2	Nucleoli-fibrillar-center
CD1C	Golgi-apparatus
CD1C	Vesicles
CD1B	Golgi-apparatus
CD1B	Vesicles
DNAH3	Mid-piece
DNAH3	Principal-piece
CD1E	Golgi-apparatus
CPA2	Golgi-apparatus
CPA5	Nucleoplasm
TSR2	Nucleoli
TSR2	Nucleoplasm
PPP1R9A	Plasma-membrane
ZC3H18	Nuclear-speckles
ZFAND2B	Nucleoli
ZFAND2B	Nucleoli-rim
GDPD5	Golgi-apparatus
PPP1R15B	Golgi-apparatus
EMSY	Nucleoplasm
PAGE5	Mitochondria
ZSCAN12	Nucleoplasm
TAGLN2	Cytosol
ELK4	Nucleoplasm
SLC45A3	Vesicles
DUSP23	Nucleoplasm
RNF166	Nucleoplasm
F11R	Microtubules
USF1	Nucleoplasm
SPATA2L	Mitochondria
SPATA2L	Nucleoplasm
NIT1	Cytosol
NIT1	Mitochondria
DEDD	Nucleoli
DEDD	Nucleoplasm
ZNF276	Cytosol
ZNF276	Nucleoplasm
NPM2	Nucleoli
NPM2	Nucleoplasm
EDA	Vesicles
VWA5B1	Mitochondria
CDA	Nucleoplasm
B4GALT3	Golgi-apparatus
ADAMTS4	Nuclear-speckles
FHIP2B	Nucleoplasm
NDUFS2	Mitochondria
SLC5A11	Nucleoplasm
CCAR2	Nuclear-bodies
CCAR2	Nucleoplasm
WNT9B	Vesicles
RAPGEF6	Cytosol
EPB41	Cell-Junctions
EPB41	Plasma-membrane
MIS18A	Cytosol
MIS18A	Nucleoplasm
ALG8	Nucleoplasm
FBXW5	Mitochondria
CFAP298	Basal-body
CFAP298	Cytosol
CFAP298	Principal-piece
SYNJ1	Cytosol
SYNJ1	Nucleoplasm
PAXBP1	Nucleoplasm
MRPL10	Mitochondria
IFNGR2	Golgi-apparatus
IFNGR2	Nucleoplasm
GART	Cytosol
SON	Nuclear-speckles
DONSON	Cell-Junctions
DONSON	Nucleoplasm
SV2A	Cytosol
LAD1	Actin-filaments
PRAC1	Nucleoplasm
HOXB13	Nucleoplasm
RCAN1	Cytosol
UBE2Z	Cytosol
UBE2Z	Nucleoplasm
CIART	Nucleoplasm
SNF8	Cytosol
CCDC24	Plasma-membrane
RUNX1	Nucleoplasm
IGF2BP1	Cytosol
CBR1	Nucleoplasm
CBR3	Cytosol
CBR3	Nucleoplasm
MORC3	Nucleoplasm
CHAF1B	Nucleoplasm
SIM2	Nuclear-bodies
SIM2	Nucleoplasm
HLCS	Cytosol
GOLGA6A	Vesicles
ARHGAP27	Cytosol
ARHGAP27	Nucleoplasm
ADPGK	Centrosome
PTMS	Nucleoli
PTMS	Nucleoli-rim
PLA2G4D	Cytosol
CYB5R1	Mitochondria
PSMD4	Nucleoplasm
M1AP	Mitochondria
PSMB4	Nucleoplasm
IRX6	Mitochondria
IRX6	Nucleoplasm
BTG2	Vesicles
HK2	Cytosol
HK2	Mitochondria
CELF3	Nucleoplasm
ALDH4A1	Mitochondria
UBR1	Vesicles
AMFR	Endoplasmic-reticulum
AMFR	Golgi-apparatus
MED8	Nucleoplasm
RGL4	Centrosome
ISL2	Rods-and-Rings
GPBP1L1	Nucleoplasm
NAE1	Nucleoplasm
TMEM69	Nucleoplasm
ADGRG5	Nuclear-membrane
ADGRG5	Vesicles
ACE	Vesicles
EFCAB14	Cytosol
SPON2	Vesicles
CHCHD6	Mitochondria
CTBP1	Nucleoplasm
LRRC36	Mitochondria
ZDHHC1	Cytosol
AGRP	Vesicles
ZFYVE28	Cytosol
ZFYVE28	Plasma-membrane
FAM131B	Nucleoplasm
RGS12	Nucleoli
RGS12	Nucleoplasm
PSKH1	Nuclear-speckles
ZYX	Focal-adhesion-sites
ABR	Cytosol
LYPD5	Cytosol
LYPD5	Nucleoplasm
CCDC117	Nucleoplasm
ZNF230	Mitochondria
CCDC107	Cell-Junctions
CCDC107	Plasma-membrane
ZNF222	Nucleoplasm
ZNF221	Nuclear-bodies
ZNF233	Nucleoplasm
ZNF235	Nucleoplasm
GNE	Cytosol
ARHGAP35	Nuclear-bodies
DFFA	Cytosol
DFFA	Plasma-membrane
IQCC	Vesicles
TMEM234	Vesicles
BSDC1	Golgi-apparatus
ZBTB8A	Focal-adhesion-sites
ZBTB8A	Nuclear-speckles
ATAD3B	Mitochondria
SSU72	Cytosol
SSU72	Nucleoplasm
ZNF362	Nucleoplasm
NR2F6	Nuclear-speckles
ANKLE1	Cytosol
ANKLE1	Nucleoplasm
MIX23	Mitochondria
KALRN	Cytosol
KALRN	Nucleoplasm
ABCG1	Golgi-apparatus
ABCG1	Vesicles
TFF3	Nucleoplasm
UBASH3A	Nucleoplasm
PDE9A	Cytosol
WDR4	Nucleoplasm
NDUFV3	Mitochondria
PKNOX1	Nucleoplasm
CBS	Vesicles
U2AF1	Nucleoplasm
CRYAA	Cytosol
HSF2BP	Nucleoplasm
RRP1B	Mitotic-chromosome
RRP1B	Nucleoli
RRP1B	Nucleoli-rim
PDXK	Nucleoplasm
G6PD	Cytosol
CSTB	Cytosol
RRP1	Mitotic-chromosome
RRP1	Nucleoli
GAB3	Nuclear-speckles
GATD3	Mitochondria
ICOSLG	Plasma-membrane
ICOSLG	Vesicles
CFAP410	Cytosol
CFAP410	Golgi-apparatus
CFAP410	Primary-cilium-transition-zone
ITGB2	Plasma-membrane
SLX9	Nucleoli
FTCD	Cytosol
SPATC1L	Cytosol
SPATC1L	Plasma-membrane
VAV2	Vesicles
MCM3AP	Cytosol
MCM3AP	Nuclear-membrane
C21orf58	Nucleoplasm
PCNT	Centrosome
DIP2A	Nucleoplasm
S100B	Cytosol
S100B	Primary-cilium
PRMT2	Cytosol
PRMT2	Nucleoplasm
CLDND2	Nucleoplasm
ADAMTS13	Vesicles
CACFD1	Nucleoplasm
GPSM1	Golgi-apparatus
C19orf47	Nucleoplasm
ST6GALNAC6	Cytosol
SHKBP1	Cell-Junctions
RDH13	Cytosol
RDH13	Mitochondria
ZER1	Cytosol
ZDHHC12	Nucleoplasm
PKN3	Vesicles
SPTBN4	Nucleoli
BRSK1	Nucleoplasm
COX6B2	Cytosol
COX6B2	Nucleoplasm
COX6B2	Plasma-membrane
NLRP4	Mitochondria
PLPP7	Vesicles
TAOK1	Cytosol
TAOK1	Plasma-membrane
MED27	Nucleoli
MED27	Nucleoplasm
DEDD2	Nucleoplasm
MPZL3	Golgi-apparatus
JAML	Plasma-membrane
NEK8	Microtubules
SAFB	Nucleoplasm
CD3G	Cytosol
CD3G	Plasma-membrane
S100A1	Cytosol
CHTOP	Nuclear-speckles
ZBTB7B	Nucleoplasm
FLAD1	Cytosol
FLAD1	Plasma-membrane
SHC1	Cytosol
VPS11	Cytosol
NLRX1	Mitochondria
ADAR	Nucleoli
UBE2Q1	Nucleoplasm
CRTC2	Nucleoplasm
ANO10	Plasma-membrane
FDPS	Cytosol
RUSC1	Cytosol
ENTREP3	Nucleoplasm
PMF1	Nucleoplasm
SLC25A44	Mitochondria
LMNA	Nuclear-speckles
CCDC12	Nucleoplasm
PTH1R	Cytosol
PTH1R	Plasma-membrane
UBQLN4	Nucleoplasm
MYL3	Mitochondria
MYL3	Nucleoli
PPP1R35	Nucleoplasm
GPATCH4	Nucleoli
AZGP1	Vesicles
CYP3A4	Cytosol
CYP3A7	Cytosol
NACC1	Nucleoplasm
CYP11B1	Mitochondria
IER2	Nucleoplasm
ZNF394	Nucleoplasm
CPSF4	Nucleoplasm
TONSL	Nucleoplasm
PWWP3A	Cytosol
PWWP3A	Nucleoplasm
RECQL4	Nucleoplasm
LRRC14	Cytosol
LRRC14	Nucleoplasm
ZNF333	Nucleoplasm
COL26A1	Vesicles
PPP1R16A	Plasma-membrane
ORAI2	Mitochondria
ORAI2	Nucleoplasm
SH2B2	Cytosol
MRNIP	Cytosol
MRNIP	Plasma-membrane
SQSTM1	Cytosol
SQSTM1	Vesicles
MGAT4B	Nucleoplasm
RPL8	Cytosol
RPL8	Endoplasmic-reticulum
RPL8	Nucleoli
MAML1	Nucleoplasm
PGLYRP2	Cell-Junctions
LRWD1	Nucleoli
LRWD1	Nucleoli-rim
PSMC2	Cytoplasmic-bodies
PSMC2	Cytosol
YDJC	Golgi-apparatus
YDJC	Vesicles
DVL3	Basal-body
DVL3	Midbody-ring
AP2M1	Plasma-membrane
ABCF3	Cytosol
PCYT1A	Nucleoplasm
FBXO27	Nucleoplasm
DMKN	Cytosol
DMKN	Nucleoplasm
U2AF1L4	Nucleoplasm
BDH1	Mitochondria
THAP8	Nucleoplasm
ZNF382	Nuclear-speckles
PGAP3	Cytosol
PGAP3	Plasma-membrane
IKZF3	Nucleoplasm
FDXR	Mitochondria
SAP30BP	Nucleoplasm
ACOX1	Peroxisomes
PRPSAP1	Cytosol
CYGB	Nuclear-speckles
SRSF2	Nucleoplasm
ZNF577	Nucleoli
ZNF577	Nucleoplasm
TMEM143	Nucleoli-fibrillar-center
KLHL10	Mid-piece
ZNF385A	Cytosol
MPP3	Cytosol
MPP3	Nucleoplasm
CD300LG	Calyx
IZUMO2	Acrosome
NAGS	Mitochondria
LSM12	Cytosol
ASB16	Focal-adhesion-sites
SHANK1	Plasma-membrane
DBF4B	Nucleoplasm
PLCD3	Plasma-membrane
FMNL3	Golgi-apparatus
FMNL3	Plasma-membrane
FMNL3	Vesicles
AQP5	Plasma-membrane
RACGAP1	Nucleoplasm
LARP4	Cytosol
TAMALIN	Vesicles
RAVER1	Nucleoplasm
SYCE2	Nucleoplasm
SPC24	Nucleoplasm
IP6K3	Nucleoplasm
LEMD2	Nuclear-membrane
ZNF653	Nucleoplasm
MED11	Nuclear-bodies
MED11	Nucleoplasm
CXCL16	Golgi-apparatus
CXCL16	Vesicles
BCL6B	Nucleoplasm
ASGR2	Endoplasmic-reticulum
ASGR2	Plasma-membrane
SENP3	Nucleoli
FGF11	Centrosome
EIF4A1	Cytosol
RPL26	Cytosol
RPL26	Endoplasmic-reticulum
POLR3K	Nucleoplasm
SNRNP25	Nucleoplasm
PRR35	Nucleoli
WDR90	Basal-body
WDR90	Centrosome
SSTR5	Plasma-membrane
SPSB3	Mitochondria
TEDC2	Cell-Junctions
TEDC2	Nucleoplasm
CCNF	Nucleoplasm
TBC1D24	Cell-Junctions
TBC1D24	Plasma-membrane
AMDHD2	Cytosol
AMDHD2	Nucleoli
BICDL2	Actin-filaments
BICDL2	Cytosol
BICDL2	Intermediate-filaments
PAQR4	Vesicles
FLYWCH2	Nucleoplasm
ZG16B	Vesicles
ZNF75A	Nucleoplasm
ADCY9	Plasma-membrane
SHANK2	Nuclear-speckles
SHANK2	Vesicles
NEU3	Nucleoplasm
CYB561A3	Vesicles
PPP1R32	Plasma-membrane
ASRGL1	Microtubules
UBXN1	Cytosol
LBHD1	Nucleoplasm
TTC9C	Nucleoplasm
TAF6L	Nucleoplasm
NXF1	Nucleoplasm
STX5	Golgi-apparatus
SLC25A45	Cytosol
RPL29	Cytosol
RPL29	Endoplasmic-reticulum
RPL29	Nucleoli
SYVN1	Nucleoplasm
ZFPL1	Golgi-apparatus
RPS6KA4	Nucleoplasm
TPCN2	Nucleoli
PDZK1IP1	Cytosol
TAL1	Nucleoplasm
CMPK1	Nucleoplasm
BEND5	Nuclear-speckles
ELAVL4	Nucleoplasm
ELAVL4	Vesicles
COA7	Mitochondria
COA7	Nucleoplasm
ZYG11B	Golgi-apparatus
ZYG11B	Intermediate-filaments
CZIB	Cytosol
MAGOH	Nucleoplasm
ACOT11	Cytosol
PARS2	Mitochondria
PARS2	Nucleoli-fibrillar-center
USP24	Nucleoplasm
PLPP3	Golgi-apparatus
NOL9	Nucleoli
PRKAA2	Nuclear-speckles
KLHL21	Centrosome
ZSWIM5	Nuclear-speckles
GMEB1	Nucleoplasm
AK4	Mitochondria
RAVER2	Nucleoplasm
LZIC	Nucleoplasm
FBLIM1	Cell-Junctions
FBLIM1	Focal-adhesion-sites
SLC25A34	Mitochondria
AKR7A3	Cytosol
PDPN	Plasma-membrane
DHRS3	Mitochondria
LAPTM5	Cytosol
SDC3	Mitochondria
PEF1	Nucleoplasm
PEF1	Vesicles
SYNC	Plasma-membrane
RBBP4	Nucleoplasm
KIAA1522	Cell-Junctions
KIAA1522	Plasma-membrane
TSSK3	Nucleoli
TSSK3	Nucleoplasm
TMCO4	Endoplasmic-reticulum
CAMK2N1	Cytosol
ALPL	Cytosol
WNT4	Vesicles
SCNN1D	Actin-filaments
SCNN1D	Plasma-membrane
MXRA8	Nucleoli
FAAP20	Nucleoplasm
MEGF6	Microtubules
CCDC27	Cytosol
DIRAS3	Cytosol
DIRAS3	Nuclear-membrane
NFIA	Nucleoplasm
OMA1	Mitochondria
OMA1	Nucleoplasm
MYSM1	Nucleoplasm
TM2D1	Nucleoplasm
USP1	Nucleoplasm
FUBP1	Nucleoplasm
NEXN	Actin-filaments
NEXN	Plasma-membrane
DNAJB4	Nucleoplasm
LRRIQ3	Plasma-membrane
TYW3	Cytosol
LHX8	Nucleoli
LHX8	Nucleoplasm
SNX7	Vesicles
B3GALT2	Plasma-membrane
NTNG1	Plasma-membrane
FAM102B	Cytosol
FAM102B	Nucleoli
HENMT1	Focal-adhesion-sites
HENMT1	Plasma-membrane
AKNAD1	Cytosol
C1orf52	Nucleoplasm
